,File_Name,Bbox,Height,Width,Disease_Name
1667,train_468.png,"[1922.509433962264, 568.9622641509434, 281.1320754716983, 292.4528301886792]",1316,2989,caries
1250,train_696.png,"[1846.0, 646.0, 304.0, 339.0]",1316,2965,deep_caries
1978,train_161.png,"[539.0, 774.0, 182.0, 204.0]",1316,2674,impacted
1984,train_161.png,"[1749.0, 796.0, 266.0, 288.0]",1316,2674,caries
2386,train_473.png,"[725.0, 524.0, 327.0, 254.0]",1316,2969,caries
2688,train_420.png,"[1441.0, 520.0, 150.0, 336.0]",1504,2884,periapical
2978,train_580.png,"[721.875, 417.70833333333337, 151.04166666666674, 160.41666666666663]",1316,2804,impacted
920,train_332.png,"[880.0, 713.0, 272.0, 245.0]",1316,2983,caries
3268,train_350.png,"[791.0, 655.0, 264.0, 314.0]",1316,2850,caries
3155,train_587.png,"[798.9655172413794, 655.2068965517242, 170.68965517241372, 324.1379310344828]",1316,2714,caries
2581,train_109.png,"[757.0, 742.0, 241.0, 345.0]",1504,2872,caries
1970,train_600.png,"[812.0, 578.0, 144.0, 196.0]",1316,2980,impacted
1619,train_528.png,"[1775.0, 411.0, 111.0, 308.0]",1316,2948,caries
1556,train_211.png,"[1903.0, 676.0, 245.0, 320.0]",1316,2972,caries
2537,train_503.png,"[2214.0, 701.0, 223.0, 252.0]",1504,2868,impacted
2995,train_550.png,"[1698.0, 837.0, 179.0, 362.0]",1504,2872,periapical
2856,train_192.png,"[1088.0, 650.0, 144.0, 304.0]",1504,2872,caries
615,train_393.png,"[1152.0, 595.0, 143.0, 329.0]",1504,2872,caries
1278,train_358.png,"[591.7525773195877, 659.7938144329897, 269.07216494845363, 329.8969072164948]",1316,2862,caries
2654,train_472.png,"[917.0, 367.0, 211.0, 228.0]",1316,3004,impacted
773,train_704.png,"[1919.1489361702127, 890.4255319148936, 232.97872340425533, 297.872340425532]",1504,2880,deep_caries
2306,train_206.png,"[1953.0, 734.0, 210.0, 203.0]",1316,2917,deep_caries
2357,train_306.png,"[1757.0, 541.0, 254.0, 329.0]",1316,2954,periapical
3150,train_587.png,"[1648.9655172413795, 308.65517241379314, 127.58620689655163, 300.0]",1316,2714,caries
348,train_663.png,"[526.3803680981595, 522.0858895705521, 197.54601226993861, 231.90184049079755]",976,1976,periapical
2493,train_168.png,"[898.0, 491.0, 160.0, 321.0]",1504,2868,caries
2747,train_202.png,"[1925.0, 385.0, 191.0, 278.0]",1316,2977,caries
1274,train_358.png,"[1875.2475247524753, 706.9306930693069, 242.57425742574242, 342.57425742574264]",1316,2862,caries
207,train_702.png,"[872.7272727272726, 765.4545454545454, 212.72727272727263, 325.4545454545454]",1316,2886,caries
1770,train_104.png,"[1991.6206896551726, 414.75862068965523, 124.13793103448279, 274.1379310344828]",1316,2712,impacted
2239,train_396.png,"[1790.0, 543.0, 125.0, 347.0]",1504,2872,caries
1130,train_450.png,"[855.0, 757.0, 261.0, 309.0]",1504,2872,caries
568,train_608.png,"[1252.0, 451.0, 151.0, 146.0]",976,1976,caries
1812,train_483.png,"[1289.0, 263.0, 100.0, 145.0]",976,1976,impacted
1252,train_696.png,"[1119.0, 684.0, 151.0, 327.0]",1316,2965,deep_caries
1400,train_322.png,"[654.0, 556.0, 223.0, 236.0]",1316,2848,caries
624,train_457.png,"[642.0, 606.0, 243.0, 261.0]",1316,2888,caries
965,train_664.png,"[830.4761904761905, 220.0, 157.1428571428571, 344.7619047619047]",1316,2759,caries
294,train_655.png,"[745.0, 788.3243243243244, 237.48648648648646, 285.6756756756756]",1316,2786,caries
2041,train_507.png,"[2017.0, 640.0, 190.0, 248.0]",1316,2926,impacted
1267,train_358.png,"[698.019801980198, 339.6039603960396, 161.38613861386136, 311.8811881188119]",1316,2862,caries
2347,train_2.png,"[2127.0, 888.0, 214.0, 256.0]",1504,2872,impacted
1526,train_98.png,"[1843.0, 396.0, 175.0, 281.0]",1316,2942,caries
1679,train_56.png,"[1238.0, 526.0, 118.0, 352.0]",1504,2872,caries
1367,train_477.png,"[1636.0, 546.0, 120.0, 339.0]",1504,2888,caries
825,train_511.png,"[1841.0, 855.0, 224.0, 313.0]",1504,2872,caries
416,train_447.png,"[691.0, 407.5405405405405, 150.0, 239.45945945945948]",1316,2795,impacted
1318,train_159.png,"[1622.0, 650.0, 107.0, 289.0]",1316,2820,caries
1704,train_376.png,"[1883.0, 628.0, 204.0, 291.0]",1316,2881,caries
247,train_209.png,"[616.75, 282.0, 98.75, 201.25]",976,1976,caries
3265,train_178.png,"[771.6666666666667, 560.0, 138.33333333333326, 305.0]",1504,2868,caries
859,train_220.png,"[1844.0, 702.0, 286.0, 265.0]",1316,2920,caries
710,train_199.png,"[1955.0, 751.0, 221.0, 178.0]",1316,2972,impacted
1684,train_158.png,"[694.5945945945946, 466.2162162162162, 160.81081081081084, 231.0810810810811]",1504,2872,deep_caries
1795,train_219.png,"[584.0, 506.0, 152.0, 315.0]",1504,2688,caries
1713,train_241.png,"[1124.0, 673.0, 89.0, 245.0]",1504,2872,deep_caries
2110,train_116.png,"[1856.0, 498.0, 167.0, 280.0]",1316,3001,caries
614,train_393.png,"[1059.0, 583.0, 142.0, 321.0]",1504,2872,caries
3337,train_46.png,"[1842.9999999999998, 755.7272727272726, 185.4545454545455, 301.81818181818187]",1316,2864,caries
3464,train_138.png,"[1883.8235294117646, 519.1176470588235, 248.52941176470563, 345.58823529411757]",1316,2753,caries
1348,train_454.png,"[809.7087378640776, 453.3980582524272, 209.70873786407765, 194.1747572815534]",1316,2981,impacted
2860,train_192.png,"[811.7021276595744, 843.6170212765957, 193.61702127659566, 214.89361702127655]",1504,2872,impacted
2258,train_215.png,"[1899.2125984251968, 728.3464566929134, 255.90551181102342, 336.22047244094495]",1316,2938,caries
1747,train_118.png,"[1909.0, 861.0, 202.0, 268.0]",1504,2688,caries
856,train_388.png,"[1656.0344827586207, 722.4137931034484, 106.0344827586207, 293.1034482758621]",1316,2860,caries
3118,train_222.png,"[896.0, 744.0, 265.0, 336.0]",1504,2872,caries
688,train_263.png,"[853.0, 543.0, 163.0, 299.0]",1504,2868,deep_caries
2091,train_605.png,"[1126.0, 833.0, 124.0, 324.0]",1504,2868,caries
3156,train_53.png,"[518.0, 774.0, 194.0, 209.0]",1504,2884,impacted
2631,train_91.png,"[1896.0, 632.0, 257.0, 259.0]",1316,2985,caries
1746,train_118.png,"[643.0, 618.0, 136.0, 264.0]",1504,2688,caries
955,train_84.png,"[621.5438596491227, 710.5087719298244, 226.31578947368416, 331.57894736842104]",1316,2794,caries
2559,train_99.png,"[623.8095238095237, 763.2034632034632, 213.85281385281394, 229.87012987012986]",1316,2840,caries
1745,train_413.png,"[764.5714285714284, 677.142857142857, 214.28571428571433, 260.0000000000001]",1316,2906,caries
2463,train_190.png,"[701.0, 675.0, 165.0, 150.0]",1316,2863,deep_caries
3376,train_90.png,"[2053.0, 416.0, 222.0, 228.0]",1504,2868,impacted
211,train_61.png,"[1908.0, 359.0, 138.0, 241.0]",1316,2916,caries
1826,train_340.png,"[1801.6949152542375, 338.135593220339, 143.6384180790958, 277.11864406779665]",1316,2937,caries
3322,train_589.png,"[690.0, 551.0, 157.0, 213.0]",1316,2954,impacted
743,train_266.png,"[1329.75, 461.75, 107.5, 170.0]",976,1976,impacted
1182,train_218.png,"[1860.0, 488.0, 121.0, 282.0]",1316,2846,caries
107,train_564.png,"[448.25, 282.0, 101.25, 128.75]",976,1976,impacted
464,train_694.png,"[716.0, 450.0, 177.0, 193.0]",1504,2872,impacted
2406,train_691.png,"[1747.0, 790.0, 190.0, 233.0]",1316,2827,periapical
838,train_255.png,"[968.0555555555555, 495.5, 193.05555555555554, 193.05555555555554]",1316,2954,impacted
3095,train_140.png,"[1752.0, 961.0, 206.0, 310.0]",1504,2872,caries
824,train_511.png,"[639.0, 839.0, 206.0, 187.0]",1504,2872,caries
3211,train_601.png,"[1669.0, 724.0, 244.0, 294.0]",1316,2795,caries
884,train_510.png,"[1690.0, 345.0, 104.0, 315.0]",1316,2896,caries
2522,train_8.png,"[1925.0, 805.0, 241.0, 353.0]",1504,2872,caries
956,train_84.png,"[1490.0, 400.0, 109.0, 295.0]",1316,2794,caries
2123,train_582.png,"[917.0, 413.0, 162.0, 247.0]",1316,2977,deep_caries
1937,train_562.png,"[2046.0, 730.0, 314.0, 337.0]",1504,2868,caries
240,train_536.png,"[1856.0, 516.0, 169.0, 301.0]",1316,2900,caries
3191,train_256.png,"[640.5405405405405, 891.8918918918919, 266.21621621621625, 274.3243243243244]",1504,2884,impacted
1289,train_343.png,"[1711.1842105263158, 460.5263157894737, 92.10526315789457, 267.7631578947368]",1316,2772,caries
3427,train_556.png,"[1541.7241379310346, 770.0, 94.82758620689651, 362.44827586206907]",1316,2727,caries
636,train_86.png,"[2225.0, 852.0, 268.0, 242.0]",1504,2872,impacted
3077,train_508.png,"[1054.0, 795.0, 115.0, 385.0]",1504,2872,deep_caries
3221,train_275.png,"[986.0, 563.0, 148.0, 311.0]",1504,2872,deep_caries
2309,train_73.png,"[940.2173913043478, 425.0, 128.2608695652175, 317.391304347826]",1316,2900,deep_caries
306,train_487.png,"[682.9152542372882, 393.84745762711873, 159.3220338983051, 155.93220338983042]",1316,2677,impacted
92,train_458.png,"[1976.0, 605.0, 146.0, 287.0]",1504,2868,caries
3525,train_370.png,"[1959.0, 479.9999999999999, 127.0, 274.28571428571433]",1316,2948,caries
914,train_415.png,"[816.0, 321.0, 194.0, 226.0]",1316,2964,impacted
3097,train_140.png,"[2071.0, 628.0, 123.0, 274.0]",1504,2872,caries
3473,train_668.png,"[867.2131147540983, 751.6393442622951, 231.14754098360663, 268.03278688524586]",1316,2871,caries
1686,train_234.png,"[630.6930693069307, 312.8712871287129, 97.02970297029697, 208.91089108910887]",976,1976,caries
847,train_645.png,"[1841.0, 692.0, 256.0, 208.0]",1316,2908,caries
2690,train_420.png,"[1805.0, 561.0, 139.0, 310.0]",1504,2884,caries
2648,train_341.png,"[1720.8333333333335, 357.2916666666667, 106.25, 335.4166666666667]",1316,2842,caries
1462,train_373.png,"[1718.0, 872.0, 191.0, 264.0]",1504,2872,caries
1724,train_636.png,"[1314.6666666666667, 849.3333333333334, 130.66666666666652, 278.66666666666663]",1504,2880,caries
316,train_3.png,"[958.8421052631579, 544.421052631579, 91.15789473684208, 210.52631578947364]",1316,2682,caries
2485,train_77.png,"[1513.0, 778.0, 123.0, 304.0]",1504,2872,periapical
1851,train_27.png,"[810.0, 655.0, 224.0, 320.0]",1316,2822,caries
1331,train_515.png,"[953.0, 604.0, 209.0, 311.0]",1316,2860,deep_caries
1503,train_171.png,"[1633.9805825242718, 765.0485436893204, 104.85436893203882, 335.9223300970874]",1316,2882,caries
610,train_112.png,"[648.5, 235.0, 118.75, 223.75]",976,1976,caries
1791,train_565.png,"[1489.6226415094338, 380.188679245283, 102.83018867924534, 322.6415094339622]",1316,2861,caries
2453,train_132.png,"[1723.4242424242423, 551.0, 296.0, 330.0]",1316,2819,caries
3007,train_333.png,"[1865.0, 668.0, 192.0, 278.0]",1316,2766,caries
2800,train_433.png,"[1155.0, 727.0, 112.0, 347.0]",1316,2842,periapical
1603,train_145.png,"[1140.0, 718.0, 115.0, 229.0]",1504,2872,caries
2663,train_198.png,"[1749.0, 548.0, 146.0, 279.0]",1316,2969,caries
1905,train_293.png,"[1739.0, 634.0, 265.0, 336.0]",1316,2856,caries
795,train_273.png,"[1586.0, 571.0, 92.0, 343.0]",1504,2868,caries
3117,train_222.png,"[1824.0, 790.0, 251.0, 339.0]",1504,2872,caries
1302,train_343.png,"[1997.0, 739.0, 197.0, 227.0]",1316,2772,impacted
722,train_502.png,"[1827.0, 693.0, 263.0, 303.0]",1316,2849,caries
3108,train_284.png,"[1800.0, 959.0, 213.0, 242.0]",1504,2872,deep_caries
2038,train_64.png,"[1769.0, 810.0, 204.0, 283.0]",1316,2896,caries
1932,train_257.png,"[1843.0, 302.0, 173.0, 302.0]",1316,2793,caries
3450,train_479.png,"[1540.0, 818.0, 133.0, 353.0]",1504,2872,periapical
2689,train_420.png,"[1641.0, 484.0, 147.0, 379.0]",1504,2884,caries
2973,train_75.png,"[1489.0, 635.0, 97.0, 330.0]",1504,2872,periapical
530,train_480.png,"[486.0, 841.0, 208.0, 327.0]",1504,2444,caries
546,train_521.png,"[783.0, 664.0, 314.0, 309.0]",1316,2944,caries
2709,train_672.png,"[855.0, 432.0, 163.0, 288.0]",1316,2903,deep_caries
1728,train_281.png,"[1811.0714285714284, 379.3571428571428, 155.3571428571429, 369.6428571428571]",1316,2836,caries
3527,train_370.png,"[1921.7142857142856, 749.0, 221.28571428571445, 275.0]",1316,2948,caries
2848,train_72.png,"[852.0, 823.0, 210.0, 262.0]",1503,2892,caries
2449,train_132.png,"[783.5641025641025, 67.0, 169.23076923076917, 197.43589743589746]",1316,2819,impacted
972,train_102.png,"[1086.3571428571427, 499.42857142857133, 87.5, 300.0]",1504,2644,deep_caries
775,train_704.png,"[1908.5106382978722, 545.7446808510638, 108.51063829787245, 328.7234042553191]",1504,2880,caries
277,train_568.png,"[1796.2142857142856, 358.92857142857133, 150.0, 308.92857142857144]",1316,2842,caries
1726,train_281.png,"[830.7142857142857, 440.07142857142856, 144.6428571428571, 335.71428571428567]",1316,2836,caries
492,train_110.png,"[796.0, 310.0, 166.0, 238.0]",1316,2846,impacted
2314,train_100.png,"[987.0, 838.0, 267.0, 310.0]",1504,2872,caries
666,train_246.png,"[578.0, 745.0, 215.0, 262.0]",1316,2765,impacted
2343,train_142.png,"[920.0, 695.0, 235.0, 259.0]",1316,2993,caries
1009,train_216.png,"[2043.2173913043475, 624.0, 187.78260869565247, 246.0]",1316,2868,impacted
1258,train_696.png,"[1805.7692307692307, 713.9230769230769, 148.0769230769231, 221.1538461538462]",1316,2965,deep_caries
1979,train_161.png,"[1914.0, 794.0, 194.0, 217.0]",1316,2674,impacted
1627,train_280.png,"[1710.0, 650.0, 103.0, 300.0]",1316,2844,caries
2595,train_543.png,"[1939.0, 605.0, 168.0, 297.0]",1503,2892,deep_caries
750,train_127.png,"[619.6319018404907, 689.5705521472393, 279.1411042944785, 296.31901840490787]",1316,2842,caries
674,train_456.png,"[1715.0, 421.0, 109.0, 276.0]",1316,2799,caries
303,train_482.png,"[1955.5555555555554, 434.92063492063494, 174.6031746031747, 165.07936507936506]",1316,2854,impacted
179,train_289.png,"[1728.0, 476.0, 121.0, 330.0]",1504,2868,caries
924,train_332.png,"[1114.0, 521.0, 140.0, 238.0]",1316,2983,caries
3042,train_418.png,"[810.6796116504854, 680.5825242718446, 153.39805825242718, 326.21359223300976]",1316,2840,deep_caries
1475,train_181.png,"[1163.0, 530.0, 110.0, 295.0]",1504,2872,caries
1788,train_565.png,"[1599.0, 680.0, 110.0, 251.0]",1316,2861,caries
1270,train_358.png,"[1754.4752475247524, 364.38613861386136, 87.52475247524762, 346.53465346534654]",1316,2862,caries
2546,train_282.png,"[884.0, 761.0, 242.0, 292.0]",1316,2796,caries
1108,train_130.png,"[1687.0, 461.0, 123.0, 169.0]",1316,2821,deep_caries
1301,train_343.png,"[528.0, 736.0, 242.0, 233.0]",1316,2772,impacted
108,train_564.png,"[1208.25, 318.25, 106.25, 215.0]",976,1976,caries
637,train_86.png,"[888.0, 604.0, 151.0, 294.0]",1504,2872,caries
560,train_141.png,"[1118.918918918919, 574.3243243243244, 94.59459459459458, 241.89189189189187]",1504,2872,periapical
684,train_263.png,"[768.0, 490.0, 190.0, 234.0]",1504,2868,impacted
2230,train_320.png,"[1895.4545454545453, 303.9090909090909, 136.3636363636365, 323.6363636363636]",1316,2885,caries
2562,train_48.png,"[2010.0, 395.0, 111.0, 233.0]",1316,2885,caries
3284,train_235.png,"[1633.3333333333335, 663.5, 97.91666666666652, 341.66666666666674]",1316,2772,caries
2435,train_532.png,"[2098.0, 788.0, 202.0, 184.0]",1504,2868,deep_caries
246,train_700.png,"[1978.0, 435.0, 130.0, 319.0]",1536,3076,caries
2778,train_481.png,"[1419.9999999999998, 418.18181818181813, 141.81818181818198, 330.0]",1504,2480,caries
780,train_428.png,"[2050.0, 716.0, 243.0, 318.0]",1536,3076,caries
726,train_573.png,"[914.0, 388.0, 176.0, 273.0]",1316,2938,caries
1723,train_636.png,"[1809.3333333333333, 861.3333333333334, 117.33333333333348, 346.66666666666663]",1504,2880,caries
364,train_19.png,"[848.3636363636363, 291.72727272727263, 132.72727272727275, 272.27272727272737]",1316,2881,caries
1516,train_37.png,"[1877.0, 881.0, 244.0, 286.0]",1504,2872,caries
2607,train_517.png,"[425.0, 768.0, 271.0, 280.0]",1504,2872,impacted
2850,train_192.png,"[1029.0, 952.0, 229.0, 261.0]",1504,2872,caries
2942,train_201.png,"[1166.0, 900.0, 160.0, 354.0]",1504,2868,deep_caries
2720,train_575.png,"[761.0, 781.0, 151.0, 359.0]",1504,2556,caries
1191,train_658.png,"[1963.0, 427.0, 120.0, 253.33333333333337]",1316,2656,caries
212,train_61.png,"[1050.0, 648.0, 158.0, 260.0]",1316,2916,deep_caries
558,train_141.png,"[2099.0, 565.0, 140.0, 260.0]",1504,2872,caries
2374,train_652.png,"[867.0, 562.0, 160.0, 278.0]",1504,2872,caries
594,train_188.png,"[1501.6153846153845, 761.8461538461538, 142.30769230769238, 198.0769230769231]",1504,2872,deep_caries
261,train_654.png,"[1010.0, 801.0, 125.0, 325.0]",1504,2868,caries
2337,train_164.png,"[917.0714285714284, 251.78571428571422, 148.21428571428578, 346.42857142857144]",1316,2798,caries
3416,train_335.png,"[583.6666666666667, 389.42857142857144, 227.3809523809523, 207.1428571428571]",1316,2659,impacted
798,train_273.png,"[1366.0, 597.0, 128.0, 339.0]",1504,2868,caries
1811,train_483.png,"[522.5, 485.4166666666667, 110.0, 120.00000000000006]",976,1976,impacted
46,train_187.png,"[694.0, 394.0, 192.0, 191.0]",1316,2815,impacted
2082,train_629.png,"[638.0, 714.0, 231.0, 190.0]",1316,2833,impacted
128,train_136.png,"[624.0, 700.0, 234.0, 252.0]",1316,2852,impacted
1550,train_128.png,"[1502.0, 456.0, 81.0, 310.0]",1316,2851,caries
1178,train_676.png,"[1621.1538461538462, 638.4615384615385, 113.46153846153834, 380.7692307692307]",1316,2754,caries
687,train_263.png,"[2092.0, 792.0, 210.0, 285.0]",1504,2868,impacted
1380,train_583.png,"[598.6486486486486, 544.5675675675676, 294.5945945945946, 260.81081081081084]",1316,2839,deep_caries
1102,train_325.png,"[1760.0, 691.0, 209.0, 306.0]",1316,2816,caries
2381,train_461.png,"[1990.5555555555557, 625.6666666666667, 241.44444444444434, 218.33333333333326]",1316,2833,impacted
1296,train_343.png,"[1841.496598639456, 761.9047619047619, 264.6258503401359, 285.7142857142858]",1316,2772,caries
1575,train_585.png,"[943.0, 550.0, 166.0, 316.0]",1504,2872,caries
1016,train_497.png,"[1731.0, 929.0, 125.0, 336.0]",1504,2872,caries
2982,train_580.png,"[1989.5454545454543, 725.9090909090909, 184.09090909090924, 210.45454545454538]",1316,2804,impacted
3321,train_360.png,"[2006.0, 524.0, 201.0, 314.0]",1504,2872,caries
2244,train_20.png,"[921.0, 762.0, 247.0, 326.0]",1316,2832,caries
350,train_663.png,"[538.0, 518.0, 195.0, 191.0]",976,1976,deep_caries
1350,train_107.png,"[907.0, 643.0, 159.0, 252.0]",1504,2868,caries
816,train_303.png,"[1413.0540540540542, 802.9459459459458, 101.99999999999909, 338.0]",1504,2872,periapical
3346,train_34.png,"[825.0, 554.0, 165.0, 346.0]",1504,2872,caries
2054,train_196.png,"[1767.6470588235293, 889.7058823529411, 66.17647058823536, 149.9999999999999]",1536,3076,deep_caries
2271,train_403.png,"[471.0, 862.0, 174.0, 381.0]",1504,2512,caries
193,train_499.png,"[928.8888888888889, 745.5555555555555, 242.22222222222217, 306.66666666666663]",1316,2940,caries
2508,train_267.png,"[2018.0, 603.0, 185.0, 215.0]",1316,2858,impacted
3486,train_120.png,"[1866.4804469273743, 643.5754189944134, 262.56983240223485, 318.9944134078212]",1316,2875,caries
38,train_62.png,"[1659.3861386138615, 496.1782178217822, 90.09900990099004, 197.02970297029702]",1316,2867,deep_caries
3405,train_465.png,"[1915.0, 320.0, 129.0, 323.0]",1316,2928,caries
1962,train_624.png,"[411.0169491525424, 440.67796610169495, 176.27118644067792, 139.83050847457622]",976,1976,impacted
142,train_348.png,"[752.0, 631.0, 178.0, 196.0]",1504,2872,impacted
623,train_457.png,"[932.0, 679.0, 218.0, 305.0]",1316,2888,caries
2979,train_580.png,"[1478.0, 486.45833333333337, 87.0, 289.54166666666663]",1316,2804,caries
2616,train_310.png,"[917.3553719008265, 882.6446280991736, 217.3553719008263, 338.0165289256199]",1504,2872,caries
2200,train_590.png,"[741.9245283018868, 694.0, 213.20754716981128, 290.9622641509434]",1316,2954,deep_caries
